cliente,loja,contrato,data_venda,faturado,valor_entrada,autorizado,nivel_venda,tipo_plano,forma_venda,situacao,alteracao_vencimento,venda_autorizada,assinado_biometria,contrato_entregue,contrato_assinado,sem_autorizado,contrato_conversao,qtd_parcelas,qtd_parcelas_abertas,qtd_parcelas_vencidas,qtd_parcelas_quitadas,qtd_parcelas_quitadas_adiantadas,qtd_parcelas_quitadas_emdia,qtd_parcelas_quitadas_atrasado,qtd_parcelas_quitadas_atrasado_15dias,qtd_parcelas_quitadas_atrasado_30dias,qtd_parcelas_quitadas_atrasado_60dias,qtd_parcelas_quitadas_atrasado_90dias,primeiro_vencimento,ultimo_pagamento_integral,ultimo_pagamento_parcial,valor_financiado,juros_financiamento,valor_parcela,media_dias_atraso,mda,mda_aberto,mda_pago,juro_pago,desconto_juro,multa_paga,desconto_multa,saldo_devedor,qtd_inclusao_contrato_spc,qtd_retirado_contrato_spc,qtd_inclusao_cliente_spc,qtd_retirado_cliente_spc,qtd_inclusao_contrato_cobranca,qtd_consultas_ate15dias,qtd_consultas_ate30dias,qtd_consultas_ate60dias,qtd_consultas_mais60dias,qtd_registros,valor_total_registrado,registro_mais_antigo,registro_mais_recente,maior_valor_registrado,qtd_parc_quitadas_cliente,total_pago_cliente,qtd_parc_abertas_cliente,total_aberto_cliente,qtd_parc_avencer_cliente,total_avencer_cliente,qtd_parc_vencidas_cliente,total_vencido_cliente,mda_aberto_cliente,mda_vencido_cliente,qtd_contratos_quitados_cliente,qtd_contratos_abertos_cliente,qtd_contratos_avencer_cliente,qtd_contratos_vencidos_cliente,media_atraso_cliente,cliente_na_cobranca,qtd_total_ligacao,qtd_sucesso_ligacao,qtd_sms,qtd_acordos,qtd_acordos_cancelados,qtd_acordos_quitados,qtd_acordos_abertos,qtd_acordos_vencidos,codigo_credscore,rg,comprovante_identidade,rg_uf,sexo,data_nascimento,ddd_tel_fixo,tel_fixo,ddd_celular,celular,estado_civil,nome_conjuge,data_nascimento_conjuge,ddd_tel_conjuge,tel_conjuge,dependentes,email,veiculo,veiculo_financiado,moradia,bloqueado,falecido,loja_cadastro,data_criacao_cadastro,data_atualizacao_cadastro,cep,tipo_endereco,cidade_residencia,cidade_natal,anos_residencia,comprovante_residencia,ocupacao,ddd_comercial,telefone_comercial,data_admissao,carteira_assinada,salario,numero_beneficio,comprovante_renda,comprovante_renda_familiar,renda_familiar1_parentesco,renda_familiar1_ddd_celular,renda_familiar1_celular,renda_familiar1_ocupacao,renda_familiar1_ddd_comercial,renda_familiar1_fone_comercial,renda_familiar1_salario,renda_familiar1_codigo_cliente,renda_familiar2_parentesco,renda_familiar2_ddd_celular,renda_familiar2_celular,renda_familiar2_ocupacao,renda_familiar2_ddd_comercial,renda_familiar2_fone_comercial,renda_familiar2_salario,renda_familiar2_codigo_cliente,renda_familiar3_parentesco,renda_familiar3_ddd_celular,renda_familiar3_celular,renda_familiar3_ocupacao,renda_familiar3_ddd_comercial,renda_familiar3_fone_comercial,renda_familiar3_salario,renda_familiar3_codigo_cliente,referencia1_parentesco,referencia1_fone_residencial_ddd,referencia1_fone_residencial,referencia1_fone_comercial_ddd,referencia1_fone_comercial,referencia1_celular_ddd,referencia1_celular,referencia2_parentesco,referencia2_fone_residencial_ddd,referencia2_fone_residencial,referencia2_fone_comercial_ddd,referencia2_fone_comercial,referencia2_celular_ddd,referencia2_celular,referencia3_parentesco,referencia3_fone_residencial_ddd,referencia3_fone_residencial,referencia3_fone_comercial_ddd,referencia3_fone_comercial,referencia3_celular_ddd,referencia3_celular,quantidade_acordos,qtd_sms_enviado,qtd_ligacao_total,qtd_ligacao_sucesso,mda,mda_aberto,qtd_pagto_parciais,qtd_parcelas_pagto_parciais,possui_biometria,data_cadastro_biometrico,possui_compra_tidas
424139,10308,20853,20130117,99.90,,,209,1,1,1,false,false,false,true,true,false,false,5,0,0,5,4,0,1,1,0,0,0,20130217,20130308,,107.40,7.50,21.48,0,16,,16,0.81,0.00,0.47,0.00,0.00,0,0,0,0,1,0,0,0,0,0,,,,,35,1206.88,13,312.88,13,312.88,0,0.00,-20,,11,3,3,0,2,false,0,0,7,,,,,,424139,true,true,16,2,19750603,,true,41,true,1,true,19650811,,false,1,false,0,,1,false,false,10308,20011015,20140626,,34,3013,3013,,false,64,41,true,20100101,0,800.00,false,false,false,,,false,,,false,,,,,false,,,false,,,,,false,,,false,,,5,41,true,,false,,false,10,41,true,,false,,false,6,,false,,false,41,true,0,9,0,0,47,-47,0,0,true,20130815,true
424139,10308,22246,20130815,99.99,,,209,1,1,1,false,false,true,true,true,,false,2,0,0,2,2,0,0,0,0,0,0,20130915,20131004,,103.00,3.01,51.50,0,-9,,-9,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,,,,,53,1629.84,,,0,0.00,,,,,15,,,,0,false,0,0,8,,,,,,424139,true,true,16,2,19750603,,true,41,true,1,true,19650811,,false,1,false,0,,1,false,false,10308,20011015,20140626,,34,3013,3013,,false,64,41,true,20100101,0,800.00,false,false,false,,,false,,,false,,,,,false,,,false,,,,,false,,,false,,,5,41,true,,false,,false,10,41,true,,false,,false,6,,false,,false,41,true,0,9,0,0,47,-47,0,0,true,20130815,true
424139,10308,22841,20131118,29.90,,,209,1,1,1,false,false,true,true,true,,false,2,0,0,2,1,0,1,1,0,0,0,20131218,20140114,,32.90,3.00,16.45,12,27,,27,1.06,0.00,0.34,0.00,0.00,0,0,0,0,0,0,0,0,0,0,,,,,56,1750.54,1,16.00,1,16.00,0,0.00,-10,,16,1,1,0,0,false,0,0,8,,,,,,424139,true,true,16,2,19750603,,true,41,true,1,true,19650811,,false,1,false,0,,1,false,false,10308,20011015,20140626,,34,3013,3013,,false,64,41,true,20100101,0,800.00,false,false,false,,,false,,,false,,,,,false,,,false,,,,,false,,,false,,,5,41,true,,false,,false,10,41,true,,false,,false,6,,false,,false,41,true,0,9,0,0,47,-47,0,0,true,20130815,true
424139,10308,23564,20140211,24.97,,,209,1,1,1,false,false,false,true,true,false,false,2,0,0,2,1,0,1,0,0,0,0,20140311,20140312,,27.98,3.01,13.99,0,1,,1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,,,,,59,1802.91,6,332.64,6,332.64,0,0.00,-20,,18,1,1,0,0,false,0,0,9,,,,,,424139,true,true,16,2,19750603,,true,41,true,1,true,19650811,,false,1,false,0,,1,false,false,10308,20011015,20140626,,34,3013,3013,,false,64,41,true,20100101,0,800.00,false,false,false,,,false,,,false,,,,,false,,,false,,,,,false,,,false,,,5,41,true,,false,,false,10,41,true,,false,,false,6,,false,,false,41,true,0,9,0,0,47,-47,0,0,true,20130815,true
424139,10308,24339,20140626,79.80,,,616,1,1,2,false,false,true,true,true,,false,4,2,0,2,2,0,0,0,0,0,0,20140726,20140807,,85.80,6.00,21.45,0,-19,-47,-19,0.00,0.00,0.00,0.00,42.00,0,0,0,0,0,0,0,0,0,0,,,,,69,2190.81,2,81.00,2,81.00,0,0.00,-30,,19,2,2,0,0,false,0,0,9,,,,,,424139,true,true,16,2,19750603,,true,41,true,1,true,19650811,,false,1,false,0,,1,false,false,10308,20011015,20140626,,34,3013,3013,,false,64,41,true,20100101,0,800.00,false,false,false,,,false,,,false,,,,,false,,,false,,,,,false,,,false,,,5,41,true,,false,,false,10,41,true,,false,,false,6,,false,,false,41,true,0,9,0,0,47,-47,0,0,true,20130815,true
424139,10309,457,20120216,99.59,,,74,1,1,1,false,false,false,true,true,false,false,5,0,0,5,3,0,2,0,0,0,0,20120316,20120718,,107.10,7.51,21.42,0,14,,14,0.64,0.00,0.42,0.00,0.00,0,0,0,0,0,1,1,1,0,0,,,,,7,221.24,,,0,0.00,,,,,6,,,,4,false,,,,,,,,,424139,true,true,16,2,19750603,,true,41,true,1,true,19650811,,false,1,false,0,,1,false,false,10308,20011015,20140626,,34,3013,3013,,false,64,41,true,20100101,0,800.00,false,false,false,,,false,,,false,,,,,false,,,false,,,,,false,,,false,,,5,41,true,,false,,false,10,41,true,,false,,false,6,,false,,false,41,true,0,9,0,0,47,-47,0,0,true,20130815,true
424139,10309,1235,20120630,159.90,,,104,1,1,1,false,false,false,true,true,false,false,5,0,0,5,0,2,3,2,1,0,0,20120730,20121217,,167.40,7.50,33.48,10,32,,32,3.62,0.00,1.32,0.00,0.00,0,0,0,0,2,0,0,0,1,0,,,,,15,563.41,2,83.00,2,83.00,0,0.00,-16,,6,2,2,0,0,false,0,0,4,,,,,,424139,true,true,16,2,19750603,,true,41,true,1,true,19650811,,false,1,false,0,,1,false,false,10308,20011015,20140626,,34,3013,3013,,false,64,41,true,20100101,0,800.00,false,false,false,,,false,,,false,,,,,false,,,false,,,,,false,,,false,,,5,41,true,,false,,false,10,41,true,,false,,false,6,,false,,false,41,true,0,9,0,0,47,-47,0,0,true,20130815,true
424139,10309,3356,20130928,29.99,,,209,1,1,1,false,false,true,true,true,,false,2,0,0,2,0,0,2,1,1,0,0,20131028,20140114,,33.00,3.01,16.50,28,47,,47,2.11,0.00,0.66,0.00,0.00,0,0,0,0,1,0,0,0,0,0,,,,,54,1681.84,1,51.00,1,51.00,0,0.00,-17,,15,1,1,0,0,false,0,0,8,,,,,,424139,true,true,16,2,19750603,,true,41,true,1,true,19650811,,false,1,false,0,,1,false,false,10308,20011015,20140626,,34,3013,3013,,false,64,41,true,20100101,0,800.00,false,false,false,,,false,,,false,,,,,false,,,false,,,,,false,,,false,,,5,41,true,,false,,false,10,41,true,,false,,false,6,,false,,false,41,true,0,9,0,0,47,-47,0,0,true,20130815,true
424139,10309,3810,20140203,323.61,,,210,1,1,1,false,false,true,true,true,,false,6,0,0,6,4,0,2,0,0,0,0,20140303,20140807,,332.64,9.03,55.44,0,9,,9,1.72,0.00,2.25,0.00,0.00,0,0,0,0,0,0,0,0,0,0,,,,,59,1802.91,,,0,0.00,,,,,18,,,,0,false,0,0,9,,,,,,424139,true,true,16,2,19750603,,true,41,true,1,true,19650811,,false,1,false,0,,1,false,false,10308,20011015,20140626,,34,3013,3013,,false,64,41,true,20100101,0,800.00,false,false,false,,,false,,,false,,,,,false,,,false,,,,,false,,,false,,,5,41,true,,false,,false,10,41,true,,false,,false,6,,false,,false,41,true,0,9,0,0,47,-47,0,0,true,20130815,true
424139,10309,3976,20140326,99.90,,,209,1,1,1,false,false,true,true,true,,false,4,0,0,4,4,0,0,0,0,0,0,20140426,20140707,,105.92,6.02,26.48,0,-3,,-3,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,,,,,66,2110.89,1,55.00,1,55.00,0,0.00,-130,,19,1,1,0,0,false,0,0,9,,,,,,424139,true,true,16,2,19750603,,true,41,true,1,true,19650811,,false,1,false,0,,1,false,false,10308,20011015,20140626,,34,3013,3013,,false,64,41,true,20100101,0,800.00,false,false,false,,,false,,,false,,,,,false,,,false,,,,,false,,,false,,,5,41,true,,false,,false,10,41,true,,false,,false,6,,false,,false,41,true,0,9,0,0,47,-47,0,0,true,20130815,true
425457,10308,19754,20120808,322.41,,,104,1,1,1,false,false,false,true,true,false,false,5,0,0,5,5,0,0,0,0,0,0,20120908,20130102,,329.90,7.49,65.98,0,-4,,-4,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,,,,,3,266.00,2,176.00,2,176.00,0,0.00,-28,,0,1,1,0,0,false,,,,,,,,,425457,true,true,16,2,19650709,41,true,41,true,1,false,,,false,1,false,0,,1,false,false,10308,20120505,20140806,832,34,3013,3013,,false,7,41,true,19000101,0,1000.00,false,true,false,,,false,,,false,,,,,false,,,false,,,,,false,,,false,,,6,41,true,,false,,false,8,41,true,,false,,false,,,false,,false,,false,0,2,0,0,18,-27,0,0,true,20130415,true
425457,10308,19870,20120901,240.00,,,210,1,1,1,false,false,false,true,true,false,false,3,0,0,3,2,1,0,0,0,0,0,20121001,20121130,,244.50,4.50,81.50,0,0,,0,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,,,,,6,511.90,4,260.00,4,260.00,0,0.00,-37,,1,1,1,0,0,false,,,,,,,,,425457,true,true,16,2,19650709,41,true,41,true,1,false,,,false,1,false,0,,1,false,false,10308,20120505,20140806,832,34,3013,3013,,false,7,41,true,19000101,0,1000.00,false,true,false,,,false,,,false,,,,,false,,,false,,,,,false,,,false,,,6,41,true,,false,,false,8,41,true,,false,,false,,,false,,false,,false,0,2,0,0,18,-27,0,0,true,20130415,true
425457,10308,20605,20121218,270.57,,,210,1,1,1,false,false,false,true,true,false,false,6,0,0,6,4,2,0,0,0,0,0,20130118,20130531,,279.60,9.03,46.60,0,0,,0,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,,,,,12,951.40,1,65.00,1,65.00,0,0.00,-21,,2,1,1,0,0,false,,,,,,,,,425457,true,true,16,2,19650709,41,true,41,true,1,false,,,false,1,false,0,,1,false,false,10308,20120505,20140806,832,34,3013,3013,,false,7,41,true,19000101,0,1000.00,false,true,false,,,false,,,false,,,,,false,,,false,,,,,false,,,false,,,6,41,true,,false,,false,8,41,true,,false,,false,,,false,,false,,false,0,2,0,0,18,-27,0,0,true,20130415,true
425457,10308,20740,20121224,129.40,,,209,1,1,1,false,false,false,true,true,false,false,2,0,0,2,1,0,1,0,0,0,0,20130124,20130201,,132.40,3.00,66.20,0,7,,7,0.93,0.00,1.33,0.00,0.00,0,0,0,0,0,0,0,0,0,0,,,,,12,951.40,7,344.60,7,344.60,0,0.00,-15,,2,2,2,0,0,false,,,,,,,,,425457,true,true,16,2,19650709,41,true,41,true,1,false,,,false,1,false,0,,1,false,false,10308,20120505,20140806,832,34,3013,3013,,false,7,41,true,19000101,0,1000.00,false,true,false,,,false,,,false,,,,,false,,,false,,,,,false,,,false,,,6,41,true,,false,,false,8,41,true,,false,,false,,,false,,false,,false,0,2,0,0,18,-27,0,0,true,20130415,true
425457,10308,20883,20130122,243.25,,,210,1,1,1,false,false,false,true,true,false,false,4,0,0,4,4,0,0,0,0,0,0,20130222,20130502,,249.24,5.99,62.31,0,-20,,-20,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,,,,,14,1066.00,7,362.40,7,362.40,0,0.00,-2,,3,2,2,0,0,false,,,,,,,,,425457,true,true,16,2,19650709,41,true,41,true,1,false,,,false,1,false,0,,1,false,false,10308,20120505,20140806,832,34,3013,3013,,false,7,41,true,19000101,0,1000.00,false,true,false,,,false,,,false,,,,,false,,,false,,,,,false,,,false,,,6,41,true,,false,,false,8,41,true,,false,,false,,,false,,false,,false,0,2,0,0,18,-27,0,0,true,20130415,true
425457,10308,21038,20130215,283.61,,,210,1,1,1,false,false,false,true,true,false,false,3,0,0,3,2,1,0,0,0,0,0,20130315,20130509,,288.12,4.51,96.04,0,0,,0,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,,,,,18,1309.90,7,370.00,7,370.00,0,0.00,-31,,4,2,2,0,0,false,,,,,,,,,425457,true,true,16,2,19650709,41,true,41,true,1,false,,,false,1,false,0,,1,false,false,10308,20120505,20140806,832,34,3013,3013,,false,7,41,true,19000101,0,1000.00,false,true,false,,,false,,,false,,,,,false,,,false,,,,,false,,,false,,,6,41,true,,false,,false,8,41,true,,false,,false,,,false,,false,,false,0,2,0,0,18,-27,0,0,true,20130415,true
425457,10308,21228,20130321,260.00,,,210,1,1,1,false,false,false,true,true,false,false,4,0,0,4,4,0,0,0,0,0,0,20130421,20130620,,266.00,6.00,66.50,0,-6,,-6,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,,,,,21,1514.02,7,454.00,7,454.00,0,0.00,-25,,4,3,3,0,0,false,,,,,,,,,425457,true,true,16,2,19650709,41,true,41,true,1,false,,,false,1,false,0,,1,false,false,10308,20120505,20140806,832,34,3013,3013,,false,7,41,true,19000101,0,1000.00,false,true,false,,,false,,,false,,,,,false,,,false,,,,,false,,,false,,,6,41,true,,false,,false,8,41,true,,false,,false,,,false,,false,,false,0,2,0,0,18,-27,0,0,true,20130415,true
425457,10308,21380,20130415,300.00,,,210,1,1,1,false,false,true,true,true,,false,6,0,0,6,6,0,0,0,0,0,0,20130515,20130912,,309.00,9.00,51.50,0,-1,,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,,,,,25,1786.02,7,448.00,7,448.00,0,0.00,-30,,4,4,4,0,0,false,,,,,,,,,425457,true,true,16,2,19650709,41,true,41,true,1,false,,,false,1,false,0,,1,false,false,10308,20120505,20140806,832,34,3013,3013,,false,7,41,true,19000101,0,1000.00,false,true,false,,,false,,,false,,,,,false,,,false,,,,,false,,,false,,,6,41,true,,false,,false,8,41,true,,false,,false,,,false,,false,,false,0,2,0,0,18,-27,0,0,true,20130415,true
425457,10308,21591,20130515,287.10,,,210,1,1,1,false,false,true,true,true,,false,5,0,0,5,5,0,0,0,0,0,0,20130615,20131014,,294.60,7.50,58.92,0,-1,,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,,,,,30,2110.02,8,433.00,8,433.00,0,0.00,-31,,6,3,3,0,0,false,,,,,,,,,425457,true,true,16,2,19650709,41,true,41,true,1,false,,,false,1,false,0,,1,false,false,10308,20120505,20140806,832,34,3013,3013,,false,7,41,true,19000101,0,1000.00,false,true,false,,,false,,,false,,,,,false,,,false,,,,,false,,,false,,,6,41,true,,false,,false,8,41,true,,false,,false,,,false,,false,,false,0,2,0,0,18,-27,0,0,true,20130415,true
425457,10308,21789,20130614,189.59,,,209,1,1,1,false,false,true,true,true,,false,3,0,0,3,1,0,2,1,0,0,0,20130714,20130924,,194.10,4.51,64.70,9,18,,18,3.96,0.00,2.60,0.00,0.00,0,0,0,0,1,0,0,0,0,0,,,,,34,2335.62,9,502.00,9,502.00,0,0.00,-31,,7,3,3,0,0,false,,,,,,,,,425457,true,true,16,2,19650709,41,true,41,true,1,false,,,false,1,false,0,,1,false,false,10308,20120505,20140806,832,34,3013,3013,,false,7,41,true,19000101,0,1000.00,false,true,false,,,false,,,false,,,,,false,,,false,,,,,false,,,false,,,6,41,true,,false,,false,8,41,true,,false,,false,,,false,,false,,false,0,2,0,0,18,-27,0,0,true,20130415,true
425457,10308,22742,20131101,239.20,,,210,1,1,1,false,false,true,true,true,,false,4,0,0,4,2,0,2,0,0,0,0,20131201,20140307,,245.20,6.00,61.30,3,14,,14,2.84,0.00,2.44,0.00,0.00,0,0,0,0,0,0,0,0,0,0,,,,,50,3271.20,2,114.00,2,114.00,0,0.00,-24,,11,1,1,0,0,false,0,0,1,,,,,,425457,true,true,16,2,19650709,41,true,41,true,1,false,,,false,1,false,0,,1,false,false,10308,20120505,20140806,832,34,3013,3013,,false,7,41,true,19000101,0,1000.00,false,true,false,,,false,,,false,,,,,false,,,false,,,,,false,,,false,,,6,41,true,,false,,false,8,41,true,,false,,false,,,false,,false,,false,0,2,0,0,18,-27,0,0,true,20130415,true
425457,10308,22914,20131202,134.98,,,209,1,1,1,false,false,true,true,true,,false,4,0,0,4,3,1,0,0,0,0,0,20140102,20140401,,141.00,6.02,35.25,0,3,,3,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,,,,,52,3390.40,4,240.00,4,240.00,0,0.00,-23,,11,2,2,0,0,false,0,0,1,,,,,,425457,true,true,16,2,19650709,41,true,41,true,1,false,,,false,1,false,0,,1,false,false,10308,20120505,20140806,832,34,3013,3013,,false,7,41,true,19000101,0,1000.00,false,true,false,,,false,,,false,,,,,false,,,false,,,,,false,,,false,,,6,41,true,,false,,false,8,41,true,,false,,false,,,false,,false,,false,0,2,0,0,18,-27,0,0,true,20130415,true
425457,10308,23112,20131216,109.80,,,209,1,1,1,false,false,true,true,true,,false,1,0,0,1,0,0,1,1,0,0,0,20140116,20140131,,111.30,1.50,111.30,15,15,,15,3.90,0.00,2.23,0.00,0.00,0,0,0,0,1,0,0,0,0,0,,,,,52,3390.40,8,381.00,8,381.00,0,0.00,-9,,11,3,3,0,0,false,0,0,1,,,,,,425457,true,true,16,2,19650709,41,true,41,true,1,false,,,false,1,false,0,,1,false,false,10308,20120505,20140806,832,34,3013,3013,,false,7,41,true,19000101,0,1000.00,false,true,false,,,false,,,false,,,,,false,,,false,,,,,false,,,false,,,6,41,true,,false,,false,8,41,true,,false,,false,,,false,,false,,false,0,2,0,0,18,-27,0,0,true,20130415,true
425457,10308,23675,20140307,179.96,,,209,1,1,1,false,false,true,true,true,,false,3,0,0,3,1,1,1,0,0,0,0,20140407,20140616,,184.47,4.51,61.49,0,9,,9,1.28,0.00,1.22,0.00,0.00,0,0,0,0,0,0,0,0,0,0,,,,,60,3859.10,4,296.45,4,296.45,0,0.00,-26,,14,2,2,0,0,false,0,0,2,,,,,,425457,true,true,16,2,19650709,41,true,41,true,1,false,,,false,1,false,0,,1,false,false,10308,20120505,20140806,832,34,3013,3013,,false,7,41,true,19000101,0,1000.00,false,true,false,,,false,,,false,,,,,false,,,false,,,,,false,,,false,,,6,41,true,,false,,false,8,41,true,,false,,false,,,false,,false,,false,0,2,0,0,18,-27,0,0,true,20130415,true
425457,10308,23676,20140307,261.45,,,210,1,1,1,false,false,true,true,true,,false,3,0,0,3,1,0,2,0,0,0,0,20140407,20140530,,261.45,0.00,87.15,0,1,,1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,,,,,60,3859.10,4,219.47,4,219.47,0,0.00,-26,,14,2,2,0,0,false,0,0,2,,,,,,425457,true,true,16,2,19650709,41,true,41,true,1,false,,,false,1,false,0,,1,false,false,10308,20120505,20140806,832,34,3013,3013,,false,7,41,true,19000101,0,1000.00,false,true,false,,,false,,,false,,,,,false,,,false,,,,,false,,,false,,,6,41,true,,false,,false,8,41,true,,false,,false,,,false,,false,,false,0,2,0,0,18,-27,0,0,true,20130415,true
425457,10308,24113,20140521,144.80,,,603,1,1,1,false,false,true,true,true,,false,2,0,0,2,1,0,1,0,0,0,0,20140621,20140715,,147.80,3.00,73.90,3,12,,12,2.09,0.00,1.50,0.00,0.00,0,0,0,0,0,0,0,0,0,0,,,,,65,4192.02,4,200.79,4,200.79,0,0.00,-17,,15,3,3,0,0,false,0,0,2,,,,,,425457,true,true,16,2,19650709,41,true,41,true,1,false,,,false,1,false,0,,1,false,false,10308,20120505,20140806,832,34,3013,3013,,false,7,41,true,19000101,0,1000.00,false,true,false,,,false,,,false,,,,,false,,,false,,,,,false,,,false,,,6,41,true,,false,,false,8,41,true,,false,,false,,,false,,false,,false,0,2,0,0,18,-27,0,0,true,20130415,true
425457,10308,24114,20140521,52.79,,,616,1,1,1,false,false,true,true,true,,false,2,0,0,2,0,0,2,0,0,0,0,20140621,20140726,,52.79,0.00,26.40,7,9,,9,0.86,0.00,1.06,0.00,0.00,0,0,0,0,0,0,0,0,0,0,,,,,65,4192.02,4,295.80,4,295.80,0,0.00,-17,,15,3,3,0,0,false,0,0,2,,,,,,425457,true,true,16,2,19650709,41,true,41,true,1,false,,,false,1,false,0,,1,false,false,10308,20120505,20140806,832,34,3013,3013,,false,7,41,true,19000101,0,1000.00,false,true,false,,,false,,,false,,,,,false,,,false,,,,,false,,,false,,,6,41,true,,false,,false,8,41,true,,false,,false,,,false,,false,,false,0,2,0,0,18,-27,0,0,true,20130415,true
425457,10308,24584,20140806,485.50,,,603,1,1,2,false,false,true,true,true,,false,6,6,0,0,0,0,0,0,0,0,0,20140906,,,494.52,9.02,82.42,,-27,-27,,,,,,494.52,0,0,0,0,0,0,0,0,0,0,,,,,71,4548.62,,,0,0.00,,,,,19,,,,0,false,0,0,2,,,,,,425457,true,true,16,2,19650709,41,true,41,true,1,false,,,false,1,false,0,,1,false,false,10308,20120505,20140806,832,34,3013,3013,,false,7,41,true,19000101,0,1000.00,false,true,false,,,false,,,false,,,,,false,,,false,,,,,false,,,false,,,6,41,true,,false,,false,8,41,true,,false,,false,,,false,,false,,false,0,2,0,0,18,-27,0,0,true,20130415,true
425457,10309,861,20120505,434.50,,,72,1,1,1,false,true,false,true,true,false,false,5,0,0,5,3,1,1,0,0,0,0,20120605,20120901,,442.00,7.50,88.40,0,1,,1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,4,4,4,0,0,,,,,,,,,0,0.00,,,,,0,,,,,false,,,,,,,,,425457,true,true,16,2,19650709,41,true,41,true,1,false,,,false,1,false,0,,1,false,false,10308,20120505,20140806,832,34,3013,3013,,false,7,41,true,19000101,0,1000.00,false,true,false,,,false,,,false,,,,,false,,,false,,,,,false,,,false,,,6,41,true,,false,,false,8,41,true,,false,,false,,,false,,false,,false,0,2,0,0,18,-27,0,0,true,20130415,true
425457,10309,3003,20130625,337.90,,,210,1,1,1,false,false,true,true,true,,false,6,0,0,6,5,1,0,0,0,0,0,20130725,20131226,,346.92,9.02,57.82,0,1,,1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,,,,,39,2619.62,7,412.10,7,412.10,0,0.00,-19,,8,3,3,0,0,false,,,,,,,,,425457,true,true,16,2,19650709,41,true,41,true,1,false,,,false,1,false,0,,1,false,false,10308,20120505,20140806,832,34,3013,3013,,false,7,41,true,19000101,0,1000.00,false,true,false,,,false,,,false,,,,,false,,,false,,,,,false,,,false,,,6,41,true,,false,,false,8,41,true,,false,,false,,,false,,false,,false,0,2,0,0,18,-27,0,0,true,20130415,true
426496,10308,22455,20130916,349.90,,,210,1,1,1,false,false,true,true,true,,false,6,0,0,6,3,3,0,0,0,0,0,20131016,20140314,,358.92,9.02,59.82,0,1,,1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,,,,,10,500.17,,,0,0.00,,,,,2,,,,0,false,0,0,1,,,,,,426496,true,false,16,2,19610917,,false,41,true,5,false,,,false,1,false,0,,1,false,false,10308,20020808,20140314,,34,3013,3041,10,true,76,41,true,19970325,1,1500.00,false,false,false,,,false,,,false,,,,,false,,,false,,,,,false,,,false,,,10,41,true,,false,,false,10,41,true,,false,,false,,,false,,false,,false,0,1,0,0,5,,0,0,true,20130916,true
426496,10308,22860,20131122,169.70,,,209,1,1,1,false,false,false,true,true,false,false,6,0,0,6,5,1,0,0,0,0,0,20131222,20140520,,178.68,8.98,29.78,0,0,,0,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,,,,,12,623.09,4,236.00,4,236.00,0,0.00,-24,,2,1,1,0,0,false,0,0,1,,,,,,426496,true,false,16,2,19610917,,false,41,true,5,false,,,false,1,false,0,,1,false,false,10308,20020808,20140314,,34,3013,3041,10,true,76,41,true,19970325,1,1500.00,false,false,false,,,false,,,false,,,,,false,,,false,,,,,false,,,false,,,10,41,true,,false,,false,10,41,true,,false,,false,,,false,,false,,false,0,1,0,0,5,,0,0,true,20130916,true
426496,10309,885,20120508,324.40,,,74,1,1,1,false,false,false,true,true,false,false,5,0,0,5,4,0,1,0,0,0,0,20120608,20121006,,331.90,7.50,66.38,0,2,,2,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,1,1,0,,,,,,,,,0,0.00,,,,,0,,,,,false,,,,,,,,,426496,true,false,16,2,19610917,,false,41,true,5,false,,,false,1,false,0,,1,false,false,10308,20020808,20140314,,34,3013,3041,10,true,76,41,true,19970325,1,1500.00,false,false,false,,,false,,,false,,,,,false,,,false,,,,,false,,,false,,,10,41,true,,false,,false,10,41,true,,false,,false,,,false,,false,,false,0,1,0,0,5,,0,0,true,20130916,true
